itemId,zone,containerId,coordinates
1125,Storage_Bay,TA01,"(0,32.3,428.8),(20.8,60.7,440.3)"
1126,Maintenance_Bay,MB02,"(0,20.1,25.6),(42.6,43.5,47.1)"
1127,Lab,L04,"(35.5,0,100.7),(64.0,23.3,136.3)"
1128,Engineering_Bay,EB01,"(48.3,50.9,1580.8),(71.8,69.4,1604.5)"
1129,Storage_Bay,TA01,"(20.8,32.3,428.8),(43.8,56.7,441.2)"
1130,Lab,L03,"(48.3,0,126.7),(83.0,30.7,157.8)"
1131,Crew_Quarters,CQ01,"(0,0,4085.5),(26.5,21.2,4120.1)"
1132,Lab,L02,"(48.3,54.0,109.1),(87.2,89.4,143.2)"
1133,Crew_Quarters,CQ01,"(0,0,4120.1),(29.2,44.5,4166.6)"
1134,Storage_Bay,TA01,"(43.8,32.3,428.8),(72.4,50.6,455.4)"
1135,Crew_Quarters,CQ01,"(0,0,4166.6),(38.8,38.2,4209.5)"
1136,Lab,L04,"(46.6,30.2,46.1),(90.7,61.2,67.8)"
1137,Medical_Bay,EA02,"(0,0,338.1),(41.0,28.5,363.6)"
1138,Storage_Bay,TA01,"(0,50.6,428.8),(29.1,73.8,460.9)"
1139,Crew_Quarters,CQ01,"(0,0,4209.5),(49.0,20.6,4242.7)"
1140,Medical_Bay,EA02,"(54.3,0,320.3),(79.6,14.8,338.6)"
1141,Engineering_Bay,EB01,"(71.8,50.9,1580.8),(97.4,77.0,1619.2)"
1142,Crew_Quarters,CQ01,"(0,0,4242.7),(30.0,20.3,4264.3)"
1143,Maintenance_Bay,MB04,"(35.2,10.7,69.3),(73.8,37.6,87.3)"
1144,Medical_Bay,EA03,"(82.0,42.5,50.3),(121.1,56.4,75.9)"
1145,Cockpit,C02,"(17.0,31.9,147.6),(41.7,53.9,167.8)"
1146,External_Storage,ES03,"(46.5,0,9.9),(89.1,72.3,12.2)"
1147,Command_Center,CC02,"(38.7,92.4,45.0),(59.5,141.2,81.1)"
1148,Crew_Quarters,CQ01,"(0,0,4264.3),(23.5,26.3,4359.3)"
1149,Storage_Bay,TA01,"(29.1,50.6,428.8),(52.2,65.2,454.1)"
1150,Storage_Bay,TA01,"(52.2,50.6,428.8),(77.0,68.1,464.8)"
1151,Life_Support,LS05,"(15.0,92.6,0),(43.5,122.2,37.4)"
1152,Airlock,A01,"(30.5,0,137.3),(58.5,19.6,185.3)"
1153,Storage_Bay,TA01,"(0,68.1,428.8),(21.6,91.3,443.6)"
1154,Medical_Bay,EA02,"(0,0,338.6),(14.7,49.8,387.2)"
1155,Lab,L04,"(64.0,0,100.7),(84.5,11.9,119.6)"
1156,Airlock,A01,"(22.0,0,88.4),(52.0,15.6,162.0)"
1157,Storage_Bay,TA01,"(21.6,68.1,428.8),(66.7,110.8,469.9)"
1158,External_Storage,ES02,"(0,0,36.1),(20.3,11.3,82.5)"
1159,Maintenance_Bay,MB04,"(67.4,10.1,34.6),(96.8,43.2,45.1)"
1160,Storage_Bay,TA01,"(0,110.8,428.8),(18.7,136.2,440.7)"
1161,Engineering_Bay,EB01,"(0,0,1619.2),(23.4,23.1,1640.9)"
1162,Engineering_Bay,EB01,"(23.4,0,1619.2),(70.9,15.5,1667.3)"
1163,Crew_Quarters,CQ01,"(23.5,0,4264.3),(69.9,10.6,4304.7)"
1164,Storage_Bay,TA01,"(18.7,110.8,428.8),(34.6,137.3,451.7)"
1165,Engineering_Bay,EB01,"(0,15.5,1619.2),(28.0,36.4,1636.1)"
1166,Engineering_Bay,EB01,"(28.0,15.5,1619.2),(49.4,55.8,1642.4)"
1167,Storage_Bay,TA01,"(34.6,110.8,428.8),(70.2,155.0,450.5)"
1168,Storage_Bay,TA01,"(0,0,450.5),(48.3,24.1,476.4)"
1169,Medical_Bay,EA03,"(0,56.4,50.3),(33.7,95.2,64.9)"
1170,Lab,L02,"(58.6,0,149.5),(84.5,13.7,172.4)"
1171,Crew_Quarters,CQ01,"(0,10.6,4264.3),(34.2,46.9,4275.4)"
1172,Airlock,A01,"(58.5,0,137.3),(97.9,14.0,170.3)"
1173,Lab,L04,"(84.5,0,100.7),(95.3,22.1,113.1)"
1174,Lab,L04,"(95.3,0,100.7),(118.5,47.3,133.8)"
1175,Lab,L01,"(0,0,340.3),(16.5,30.9,380.4)"
1176,External_Storage,ES04,"(0,22.1,120.4),(19.9,34.4,133.1)"
1177,Crew_Quarters,CQ01,"(0,0,4275.4),(11.1,24.6,4320.5)"
1178,Storage_Bay,TA01,"(48.3,0,450.5),(88.7,12.9,475.8)"
1179,Command_Center,CC01,"(0,0,112.0),(28.7,46.5,155.6)"
1180,Lab,L03,"(0,0,151.7),(39.1,31.3,175.3)"
1181,Airlock,A03,"(25.3,59.7,85.5),(43.9,93.6,119.8)"
1182,Medical_Bay,EA01,"(0,62.4,94.0),(28.1,78.9,137.4)"
1183,Storage_Bay,TA01,"(0,12.9,450.5),(30.9,57.4,491.0)"
1184,Cockpit,C03,"(24.7,0,45.9),(42.2,17.9,60.2)"
1185,Storage_Bay,TA01,"(30.9,12.9,450.5),(42.0,33.3,468.5)"
1186,External_Storage,ES04,"(0,34.4,120.4),(70.7,110.7,121.9)"
1187,Storage_Bay,TA01,"(42.0,12.9,450.5),(80.0,25.5,492.5)"
1188,Engineering_Bay,EB01,"(49.4,15.5,1619.2),(95.1,56.3,1655.3)"
1189,Engine_Bay,NA03,"(0,0,48.9),(15.0,12.5,73.5)"
1190,Command_Center,CC03,"(0,0,64.0),(40.8,11.6,97.0)"
1191,Storage_Bay,TA01,"(0,25.5,450.5),(24.0,48.6,462.4)"
1192,Lab,L03,"(0,30.7,126.7),(23.7,58.2,145.1)"
1193,Lab,L02,"(0,13.7,149.5),(12.6,27.9,167.9)"
1194,Engineering_Bay,EB01,"(0,0,1655.3),(18.1,38.7,1678.8)"
1195,Storage_Bay,TA01,"(24.0,25.5,450.5),(48.7,46.8,481.4)"
1196,Crew_Quarters,CQ01,"(11.1,0,4275.4),(50.7,44.5,4295.7)"
1197,Lab,L02,"(12.6,13.7,149.5),(37.1,34.6,171.0)"
1198,Engineering_Bay,EB01,"(18.1,0,1655.3),(52.1,13.9,1688.0)"
1199,Command_Center,CC03,"(0,0,94.7),(32.0,16.1,135.3)"
1200,Cockpit,C03,"(42.2,0,45.9),(80.1,48.5,63.4)"
1201,Airlock,A03,"(0,109.4,62.2),(40.0,136.2,76.0)"
1202,Airlock,A03,"(40.0,109.4,62.2),(86.2,126.1,95.0)"
1203,Lab,L03,"(23.7,30.7,126.7),(42.8,58.5,149.0)"
1204,Storage_Bay,TA01,"(48.7,25.5,450.5),(70.2,48.7,469.4)"
1205,Engineering_Bay,EB01,"(52.1,0,1655.3),(91.0,29.0,1671.6)"
1206,Sanitation_Bay,SB01,"(0,19.4,33.8),(29.1,42.5,44.7)"
1207,Engineering_Bay,EB01,"(0,29.0,1655.3),(20.1,57.6,1680.8)"
1208,Storage_Bay,TA01,"(70.2,25.5,450.5),(101.6,75.0,487.4)"
1209,Crew_Quarters,CQ01,"(0,0,4295.7),(17.6,26.6,4368.0)"
1210,Life_Support,LS02,"(0,0,98.0),(10.9,14.1,133.4)"
1211,Storage_Bay,TA01,"(0,75.0,450.5),(41.1,117.6,464.5)"
1212,Command_Center,CC03,"(40.8,0,64.0),(80.9,20.9,77.3)"
1213,Lab,L04,"(90.7,30.2,46.1),(128.6,61.9,73.6)"
1214,Airlock,A01,"(0,14.0,137.3),(25.7,60.2,182.4)"
1215,Maintenance_Bay,MB04,"(0,37.6,69.3),(35.9,72.0,84.8)"
1216,Command_Center,CC03,"(0,20.9,64.0),(26.8,32.8,82.4)"
1217,External_Storage,ES03,"(0,72.3,9.9),(14.2,118.8,54.6)"
1218,Storage_Bay,TA01,"(41.1,75.0,450.5),(71.1,88.2,471.9)"
1219,Engineering_Bay,EB01,"(20.1,29.0,1655.3),(65.0,46.7,1701.5)"
1220,Lab,L02,"(37.1,13.7,149.5),(55.7,32.8,176.0)"
1221,Engineering_Bay,EB01,"(0,46.7,1655.3),(36.8,71.5,1671.5)"
1222,Sanitation_Bay,SB03,"(0,20.4,0),(16.9,37.3,23.1)"
1223,Crew_Quarters,CQ01,"(17.6,0,4295.7),(60.1,22.8,4334.5)"
1224,Crew_Quarters,CQ01,"(0,0,4334.5),(20.8,25.7,4363.1)"
1225,Cockpit,C02,"(0,53.9,147.6),(10.5,84.7,177.2)"
1226,Engine_Bay,NA01,"(38.7,0,20.4),(53.8,35.1,51.8)"
1227,Lab,L01,"(16.5,0,340.3),(43.9,15.3,384.0)"
1228,Lab,L02,"(0,0,143.2),(21.2,19.1,160.9)"
1229,Crew_Quarters,CQ01,"(20.8,0,4334.5),(68.5,21.2,4359.4)"
1230,Power_Bay,PB05,"(121.0,0,4.7),(132.3,34.5,30.1)"
1231,Lab,L03,"(42.8,30.7,126.7),(54.6,75.5,154.4)"
1232,Lab,L02,"(55.7,13.7,149.5),(105.2,26.3,191.7)"
1233,Storage_Bay,TA01,"(0,88.2,450.5),(11.5,119.1,460.7)"
1234,Storage_Bay,TA01,"(11.5,88.2,450.5),(60.6,117.8,467.1)"
1235,Crew_Quarters,CQ01,"(0,0,4359.4),(25.1,11.1,4385.9)"
1236,Storage_Bay,TA01,"(0,117.8,450.5),(14.5,131.0,476.6)"
1237,Crew_Quarters,CQ01,"(0,0,4385.9),(20.1,43.6,4417.3)"
1238,Maintenance_Bay,MB02,"(0,48.0,29.7),(25.5,66.9,52.2)"
1239,Storage_Bay,TA01,"(14.5,117.8,450.5),(63.4,144.0,496.4)"
1240,Crew_Quarters,CQ01,"(20.1,0,4385.9),(39.6,19.7,4410.7)"
1241,Life_Support,LS05,"(18.3,84.5,0),(61.7,124.5,24.2)"
1242,Crew_Quarters,CQ01,"(0,0,4410.7),(11.7,34.6,4431.0)"
1243,Storage_Bay,TA01,"(0,0,496.4),(15.8,14.0,522.2)"
1244,Engineering_Bay,EB01,"(36.8,46.7,1655.3),(63.5,85.8,1673.3)"
1245,Storage_Bay,TA01,"(15.8,0,496.4),(45.0,25.0,523.5)"
1246,Medical_Bay,EA02,"(41.0,0,338.1),(71.5,14.6,359.7)"
1247,Crew_Quarters,CQ01,"(11.7,0,4410.7),(28.7,47.2,4421.0)"
1248,External_Storage,ES04,"(0,0,125.2),(42.3,97.5,127.0)"
1249,External_Storage,ES02,"(71.1,0,67.6),(90.9,28.2,96.8)"
1250,Airlock,A03,"(43.9,59.7,85.5),(72.8,85.1,174.2)"
1251,Storage_Bay,TA01,"(45.0,0,496.4),(55.5,12.1,523.0)"
1252,Storage_Bay,TA01,"(55.5,0,496.4),(91.3,41.4,546.2)"
1253,Storage_Bay,TA01,"(0,41.4,496.4),(14.7,62.0,520.4)"
1254,Command_Center,CC02,"(59.5,92.4,45.0),(77.7,136.0,86.3)"
1255,Engine_Bay,NA03,"(15.0,0,48.9),(44.4,13.8,74.4)"
1256,Cockpit,C03,"(69.1,23.6,89.9),(87.1,40.1,120.4)"
1257,Power_Bay,PB04,"(21.6,0,44.6),(93.9,61.3,47.4)"
1258,Maintenance_Bay,MB02,"(42.6,20.1,25.6),(86.4,38.9,40.7)"
1259,Airlock,A01,"(52.0,0,88.4),(95.3,24.7,131.1)"
1260,Medical_Bay,EA03,"(33.7,56.4,50.3),(55.4,76.3,115.4)"
1261,Engineering_Bay,EB01,"(63.5,46.7,1655.3),(75.4,67.8,1678.9)"
1262,Storage_Bay,TA01,"(14.7,41.4,496.4),(49.6,77.5,517.8)"
1263,Engineering_Bay,EB01,"(75.4,46.7,1655.3),(125.4,84.9,1690.3)"
1264,Storage_Bay,TA01,"(49.6,41.4,496.4),(59.6,58.0,513.2)"
1265,Crew_Quarters,CQ01,"(28.7,0,4410.7),(76.4,11.2,4460.2)"
1266,Engineering_Bay,EB01,"(0,0,1690.3),(34.3,47.9,1728.7)"
1267,Lab,L02,"(21.2,0,143.2),(67.7,27.0,153.9)"
1268,Storage_Bay,TA01,"(59.6,41.4,496.4),(71.8,56.4,520.1)"
1269,Crew_Quarters,CQ01,"(0,0,4460.2),(12.4,22.7,4487.9)"
1270,Storage_Bay,TA01,"(71.8,41.4,496.4),(115.8,88.3,539.7)"
1271,Storage_Bay,TA01,"(0,88.3,496.4),(49.7,130.3,545.9)"
1272,Lab,L03,"(39.1,0,151.7),(66.1,20.4,175.7)"
1273,Medical_Bay,EA01,"(28.1,62.4,94.0),(49.0,83.0,142.2)"
1274,Crew_Quarters,CQ01,"(12.4,0,4460.2),(48.1,10.3,4505.8)"
1275,Crew_Quarters,CQ01,"(0,10.3,4460.2),(17.9,36.7,4481.9)"
1276,Lab,L04,"(118.5,0,100.7),(152.4,20.3,116.9)"
1277,Airlock,A03,"(0,126.1,62.2),(47.1,170.6,90.7)"
1278,Command_Center,CC01,"(62.6,17.0,63.4),(104.7,51.7,79.1)"
1279,Life_Support,LS02,"(0,0,116.6),(48.4,44.7,146.8)"
1280,Lab,L01,"(43.9,0,340.3),(70.8,12.7,356.3)"
1281,Storage_Bay,TA01,"(49.7,88.3,496.4),(68.3,101.8,512.4)"
1282,Airlock,A01,"(25.7,14.0,137.3),(52.2,27.7,160.2)"
1283,Sanitation_Bay,SB04,"(85.4,0,0),(110.2,11.4,26.3)"
1284,Lab,L03,"(54.6,30.7,126.7),(74.3,50.4,141.6)"
1285,Medical_Bay,EA02,"(0,0,359.7),(10.1,24.8,380.7)"
1286,Engineering_Bay,EB01,"(34.3,0,1690.3),(61.3,22.8,1703.9)"
1287,Engineering_Bay,EB01,"(61.3,0,1690.3),(85.6,36.7,1731.4)"
1288,Engineering_Bay,EB01,"(0,36.7,1690.3),(25.1,58.0,1724.2)"
1289,External_Storage,ES02,"(20.3,0,36.1),(81.1,58.9,40.8)"
1290,Crew_Quarters,CQ01,"(17.9,10.3,4460.2),(53.7,37.6,4484.9)"
1291,Lab,L02,"(0,27.0,143.2),(12.9,55.1,182.1)"
1292,Storage_Bay,TA01,"(68.3,88.3,496.4),(80.9,108.4,520.6)"
1293,Lab,L03,"(66.1,0,151.7),(77.6,31.0,178.9)"
1294,Airlock,A01,"(0,24.7,88.4),(48.2,43.5,99.6)"
1295,Medical_Bay,EA02,"(14.7,0,338.6),(26.3,44.4,364.7)"
1296,Command_Center,CC03,"(26.8,20.9,64.0),(74.6,57.7,79.0)"
1297,Engineering_Bay,EB01,"(25.1,36.7,1690.3),(70.4,73.9,1739.8)"
1298,Medical_Bay,EA02,"(10.1,0,359.7),(52.0,39.3,401.8)"
1299,Lab,L01,"(70.8,0,340.3),(112.7,47.0,356.8)"
1300,Crew_Quarters,CQ01,"(0,0,4484.9),(19.4,26.9,4509.6)"
1301,Lab,L03,"(74.3,30.7,126.7),(88.1,75.3,139.6)"
1302,Lab,L04,"(152.4,0,100.7),(166.0,10.2,122.4)"
1303,Engineering_Bay,EB01,"(0,0,1739.8),(35.0,26.4,1775.8)"
1304,Engineering_Bay,EB01,"(35.0,0,1739.8),(78.3,22.1,1781.7)"
1305,Lab,L04,"(128.6,30.2,46.1),(139.4,72.1,57.2)"
1306,Engineering_Bay,EB01,"(0,22.1,1739.8),(46.0,47.6,1756.5)"
1307,Lab,L04,"(166.0,0,100.7),(210.8,35.1,117.0)"
1308,Storage_Bay,TA01,"(80.9,88.3,496.4),(125.9,107.7,510.3)"
1309,Storage_Bay,TA01,"(0,107.7,496.4),(27.1,133.2,517.9)"
1310,Crew_Quarters,CQ01,"(19.4,0,4484.9),(54.3,41.6,4498.9)"
1311,Crew_Quarters,CQ01,"(0,0,4498.9),(16.6,21.2,4555.3)"
1312,Sanitation_Bay,SB03,"(0,21.7,0),(14.7,34.8,24.1)"
1313,Storage_Bay,TA01,"(27.1,107.7,496.4),(56.1,125.0,514.5)"
1314,Life_Support,LS02,"(10.9,0,98.0),(23.0,13.4,135.0)"
1315,Power_Bay,PB02,"(82.2,0,49.8),(131.9,66.5,51.5)"
1316,Engine_Bay,NA03,"(44.4,0,48.9),(91.6,36.3,83.1)"
1317,Airlock,A01,"(52.2,14.0,137.3),(97.2,44.7,163.3)"
1318,Lab,L03,"(77.6,0,151.7),(109.5,42.8,201.3)"
1319,Engine_Bay,NA02,"(48.8,97.9,0),(69.1,113.9,28.9)"
1320,Medical_Bay,EA02,"(26.3,0,338.6),(76.0,20.0,362.1)"
1321,Lab,L02,"(0,26.3,149.5),(42.3,42.0,184.8)"
1322,Storage_Bay,TA01,"(56.1,107.7,496.4),(91.8,123.4,531.2)"
1323,Airlock,A01,"(48.2,24.7,88.4),(83.0,39.5,129.0)"
1324,Storage_Bay,TA01,"(0,123.4,496.4),(49.5,137.8,516.3)"
1325,Medical_Bay,EA01,"(49.0,62.4,94.0),(68.9,87.3,116.1)"
1326,Crew_Quarters,CQ01,"(16.6,0,4498.9),(51.2,47.8,4536.7)"
1327,Command_Center,CC03,"(32.0,0,94.7),(67.0,12.7,112.7)"
1328,Engineering_Bay,EB01,"(46.0,22.1,1739.8),(86.3,32.9,1750.6)"
1329,Lab,L04,"(139.4,30.2,46.1),(150.5,55.3,56.7)"
1330,Lab,L03,"(0,0,139.6),(16.1,19.1,150.6)"
1331,Crew_Quarters,CQ01,"(0,0,4536.7),(27.9,22.5,4578.4)"
1332,Crew_Quarters,CQ01,"(0,0,4578.4),(18.9,34.6,4620.2)"
1333,Command_Center,CC03,"(0,12.7,94.7),(16.7,46.5,121.8)"
1334,Storage_Bay,TA01,"(49.5,123.4,496.4),(84.2,171.8,521.1)"
1335,Life_Support,LS03,"(37.4,19.0,36.9),(59.8,43.7,75.0)"
1336,Storage_Bay,TA01,"(0,0,521.1),(16.6,32.9,549.9)"
1337,Command_Center,CC02,"(52.6,0,59.3),(91.3,18.2,100.6)"
1338,Crew_Quarters,CQ01,"(18.9,0,4578.4),(54.2,20.6,4613.8)"
1339,Engineering_Bay,EB01,"(0,32.9,1739.8),(47.5,45.4,1787.2)"
1340,Lab,L02,"(12.9,27.0,143.2),(59.1,74.3,182.1)"
1341,Medical_Bay,EA03,"(55.4,56.4,50.3),(68.2,78.0,78.9)"
1342,Storage_Bay,TA01,"(16.6,0,521.1),(39.2,22.2,537.9)"
1343,Airlock,A03,"(0,85.1,85.5),(49.6,109.8,105.4)"
1344,Storage_Bay,TA01,"(39.2,0,521.1),(50.6,17.0,562.2)"
1345,Engineering_Bay,EB01,"(47.5,32.9,1739.8),(66.5,51.7,1753.6)"
1346,Maintenance_Bay,MB01,"(0,30.4,42.4),(28.5,41.3,54.5)"
1347,Airlock,A03,"(47.1,126.1,62.2),(59.3,148.7,110.2)"
1348,Storage_Bay,TA01,"(50.6,0,521.1),(94.6,29.0,549.1)"
1349,Lab,L04,"(150.5,30.2,46.1),(174.5,63.4,90.5)"
1350,Engineering_Bay,EB01,"(66.5,32.9,1739.8),(89.9,59.8,1754.3)"
1351,Crew_Quarters,CQ01,"(0,0,4613.8),(22.2,14.7,4637.5)"
1352,Engineering_Bay,EB01,"(0,0,1754.3),(27.5,14.9,1795.2)"
1353,Engineering_Bay,EB01,"(27.5,0,1754.3),(52.2,38.5,1771.9)"
1354,Lab,L03,"(16.1,0,139.6),(64.4,13.1,173.3)"
1355,Storage_Bay,TA01,"(0,29.0,521.1),(13.4,40.7,548.8)"
1356,Maintenance_Bay,MB01,"(28.5,30.4,42.4),(57.8,54.8,60.1)"
1357,Lab,L04,"(0,35.1,100.7),(17.8,49.8,116.0)"
1358,Greenhouse,G04,"(0,14.1,0),(20.9,41.8,27.7)"
1359,Cockpit,C02,"(0,0,138.6),(12.7,41.9,166.8)"
1360,External_Storage,ES04,"(0,0,121.9),(84.9,57.5,122.9)"
1361,Lab,L02,"(42.3,26.3,149.5),(86.0,43.8,175.4)"
1362,Power_Bay,PB03,"(72.1,0,1.3),(128.4,59.5,4.1)"
1363,Storage_Bay,TA01,"(13.4,29.0,521.1),(23.4,54.8,546.0)"
1364,Engineering_Bay,EB01,"(52.2,0,1754.3),(85.5,33.8,1787.6)"
1365,Lab,L01,"(0,0,356.8),(25.6,24.4,384.3)"
1366,Storage_Bay,TA01,"(23.4,29.0,521.1),(67.8,71.9,553.0)"
1367,Engineering_Bay,EB01,"(0,33.8,1754.3),(49.9,45.5,1779.2)"
1368,Crew_Quarters,CQ01,"(22.2,0,4613.8),(51.7,13.7,4626.0)"
1369,Life_Support,LS02,"(0,13.4,98.0),(25.3,39.2,143.0)"
1370,Engineering_Bay,EB01,"(49.9,33.8,1754.3),(84.1,63.1,1764.6)"
1371,Lab,L03,"(0,13.1,139.6),(21.8,51.8,183.6)"
1372,Engineering_Bay,EB01,"(0,0,1764.6),(22.2,31.2,1805.8)"
1373,Crew_Quarters,CQ01,"(0,0,4626.0),(32.3,35.3,4656.9)"
1374,Lab,L04,"(17.8,35.1,100.7),(44.3,59.9,113.7)"
1375,Command_Center,CC01,"(0,0,79.1),(40.0,45.6,125.0)"
1376,Engineering_Bay,EB01,"(22.2,0,1764.6),(48.0,46.4,1787.3)"
1377,Engineering_Bay,EB01,"(48.0,0,1764.6),(79.8,46.7,1794.6)"
1378,Lab,L04,"(44.3,35.1,100.7),(64.3,56.6,128.6)"
1379,External_Storage,ES04,"(0,0,127.0),(22.2,15.7,139.5)"
1380,Airlock,A01,"(0,39.5,88.4),(42.3,61.3,101.1)"
1381,Engineering_Bay,EB01,"(0,0,1794.6),(21.2,36.5,1805.7)"
1382,Lab,L04,"(174.5,30.2,46.1),(221.5,72.6,74.0)"
1383,Storage_Bay,TA01,"(0,71.9,521.1),(19.5,86.7,550.0)"
1384,Life_Support,LS03,"(0,0,36.9),(20.0,33.5,55.4)"
1385,Command_Center,CC03,"(16.7,12.7,94.7),(61.7,41.0,142.9)"
1386,Crew_Quarters,CQ01,"(0,0,4656.9),(36.4,30.3,4674.6)"
1387,Airlock,A03,"(49.6,85.1,85.5),(78.0,124.8,135.1)"
1388,Storage_Bay,TA01,"(19.5,71.9,521.1),(43.9,87.2,534.7)"
1389,Lab,L01,"(25.6,0,356.8),(36.4,23.5,376.1)"
1390,Engineering_Bay,EB01,"(21.2,0,1794.6),(65.7,42.3,1837.9)"
1391,Crew_Quarters,CQ01,"(0,0,4674.6),(32.0,46.0,4690.1)"
1392,Airlock,A03,"(59.3,126.1,62.2),(72.3,167.2,93.7)"
1393,Life_Support,LS05,"(43.5,92.6,0),(77.9,112.8,24.0)"
1394,Storage_Bay,TA01,"(43.9,71.9,521.1),(72.8,89.7,548.9)"
1395,Storage_Bay,TA01,"(0,89.7,521.1),(40.0,121.1,556.3)"
1396,Storage_Bay,TA01,"(40.0,89.7,521.1),(56.2,116.1,534.0)"
1397,Maintenance_Bay,MB04,"(0,43.2,34.6),(12.3,62.4,56.9)"
1398,Storage_Bay,TA01,"(56.2,89.7,521.1),(67.8,127.1,565.7)"
1399,Lab,L02,"(0,43.8,149.5),(20.1,61.0,162.6)"
1400,External_Storage,ES04,"(0,15.7,127.0),(41.7,32.3,154.0)"
1401,Maintenance_Bay,MB02,"(25.5,48.0,29.7),(49.0,59.8,47.6)"
1402,Crew_Quarters,CQ01,"(0,0,4690.1),(33.8,31.5,4729.9)"
1403,Power_Bay,PB02,"(0,0,4.2),(92.3,45.5,5.3)"
1404,Crew_Quarters,CQ01,"(0,0,4729.9),(46.1,18.8,4774.9)"
1405,Life_Support,LS03,"(20.0,0,36.9),(41.9,12.4,73.4)"
1406,Command_Center,CC01,"(28.7,0,112.0),(51.9,15.8,132.4)"
1407,Command_Center,CC03,"(0,0,79.0),(14.5,24.5,91.2)"
1408,Lab,L01,"(36.4,0,356.8),(67.0,44.5,399.0)"
1409,Lab,L04,"(64.3,35.1,100.7),(83.6,58.1,128.3)"
1410,Command_Center,CC02,"(77.7,92.4,45.0),(93.5,138.5,89.0)"
1411,External_Storage,ES04,"(0,0,122.9),(48.4,49.6,124.7)"
1412,Crew_Quarters,CQ01,"(0,0,4774.9),(43.1,45.4,4801.9)"
1413,Medical_Bay,EA01,"(68.9,62.4,94.0),(91.0,90.9,126.7)"
1414,Crew_Quarters,CQ01,"(0,0,4801.9),(48.3,40.6,4818.5)"
1415,Storage_Bay,TA01,"(67.8,89.7,521.1),(103.8,117.7,556.6)"
1416,Storage_Bay,TA01,"(0,117.7,521.1),(37.5,134.9,534.1)"
1417,Crew_Quarters,CQ01,"(0,0,4818.5),(30.0,45.7,4849.4)"
1418,Storage_Bay,TA01,"(37.5,117.7,521.1),(72.1,157.2,535.8)"
1419,Storage_Bay,TA01,"(0,0,535.8),(24.8,10.6,566.3)"
1420,Storage_Bay,TA01,"(24.8,0,535.8),(37.3,40.3,575.5)"
1421,Lab,L02,"(20.1,43.8,149.5),(42.8,68.2,176.8)"
1422,Medical_Bay,EA03,"(68.2,56.4,50.3),(102.3,82.4,93.9)"
1423,Engineering_Bay,EB01,"(0,42.3,1794.6),(17.8,80.5,1825.8)"
1424,Airlock,A01,"(0,44.7,137.3),(21.0,63.2,191.4)"
1425,Command_Center,CC03,"(14.5,0,79.0),(42.3,38.0,120.1)"
1426,Cockpit,C02,"(10.5,53.9,147.6),(24.0,91.2,190.0)"
1427,Lab,L04,"(83.6,35.1,100.7),(113.6,49.9,119.0)"
1428,Life_Support,LS03,"(59.8,19.0,36.9),(73.2,52.2,61.8)"
1429,External_Storage,ES04,"(0,0,124.7),(39.7,13.6,165.8)"
1430,Maintenance_Bay,MB01,"(0,34.7,48.7),(40.6,64.4,85.9)"
1431,Medical_Bay,EA01,"(0,0,81.5),(23.1,17.0,170.8)"
1432,Lab,L03,"(21.8,13.1,139.6),(45.5,33.5,166.6)"
1433,Medical_Bay,EA02,"(0,0,362.1),(44.1,30.6,401.0)"
1434,Cockpit,C03,"(0,40.1,89.9),(14.4,52.7,128.7)"
1435,Lab,L02,"(42.8,43.8,149.5),(73.1,65.4,161.0)"
1436,Engineering_Bay,EB01,"(17.8,42.3,1794.6),(64.1,66.1,1826.7)"
1437,Crew_Quarters,CQ01,"(0,0,4849.4),(27.3,16.5,4863.2)"
1438,Engineering_Bay,EB01,"(0,0,1826.7),(44.1,15.0,1852.3)"
1439,Command_Center,CC01,"(51.9,0,112.0),(88.9,21.0,146.0)"
1440,Engineering_Bay,EB01,"(44.1,0,1826.7),(77.5,40.4,1857.6)"
1441,Maintenance_Bay,MB02,"(0,38.9,25.6),(12.7,59.4,38.2)"
1442,Lab,L04,"(113.6,35.1,100.7),(134.3,54.4,146.3)"
1443,Life_Support,LS03,"(41.9,0,36.9),(53.9,14.2,57.7)"
1444,Cockpit,C01,"(0,32.2,44.7),(29.7,49.7,88.2)"
1445,Storage_Bay,TA01,"(37.3,0,535.8),(58.1,37.4,565.0)"
1446,Crew_Quarters,CQ01,"(0,0,4863.2),(43.9,45.0,4897.8)"
1447,Storage_Bay,TA01,"(58.1,0,535.8),(100.6,37.8,559.1)"
1448,Storage_Bay,TA01,"(0,37.8,535.8),(18.5,83.0,556.0)"
1449,Command_Center,CC02,"(0,18.2,59.3),(46.8,52.6,76.0)"
1450,Engineering_Bay,EB01,"(0,40.4,1826.7),(18.9,71.6,1865.6)"
1451,Command_Center,CC01,"(0,21.0,112.0),(46.8,44.0,136.2)"
1452,Crew_Quarters,CQ01,"(0,0,4897.8),(26.5,12.9,4923.0)"
1453,Lab,L02,"(0,0,161.0),(19.4,11.4,176.4)"
1454,Engineering_Bay,EB01,"(18.9,40.4,1826.7),(50.4,80.9,1847.3)"
1455,External_Storage,ES02,"(0,0,96.8),(68.7,41.5,99.2)"
1456,Command_Center,CC02,"(0,0,89.0),(28.8,45.8,121.4)"
1457,Storage_Bay,TA01,"(18.5,37.8,535.8),(37.3,62.5,548.8)"
1458,Medical_Bay,EA01,"(0,0,126.7),(49.6,36.4,143.3)"
1459,Lab,L02,"(19.4,0,161.0),(40.7,26.0,173.1)"
